h2s,nh3,temperature,humidity,cumulative_exposure,h2s_trend,risk_score,risk_status
37.454011884736246,47.53571532049581,34.6398788362281,59.93292420985183,1.5601864044243652,-6.880109593275947,26.409927541179734,SAFE
5.8083612168199465,43.308807288746756,32.022300234864176,65.40362888980228,0.20584494295802447,9.398197043239886,10.536707510154848,SAFE
83.24426408004217,10.616955533913808,23.636499344142013,39.17022549267169,3.0424224295953772,0.49512863264475726,47.70685140358261,WARNING
43.194501864211574,14.561457009902096,32.23705789444759,36.97469303260209,2.9214464853521815,-2.672763134126166,26.372312293666464,SAFE
45.606998421703594,39.25879806965068,23.993475643167194,55.71172192068058,5.924145688620425,-9.070991745600045,29.641848537208737,SAFE
60.75448519014384,8.526206184364577,21.30103185970559,77.44427686266667,9.656320330745594,6.167946962329221,37.54115513216675,WARNING
30.46137691733707,4.883605700319194,33.684660530243136,52.007624686980066,1.2203823484477883,-0.09646179777459629,17.83775125285086,SAFE
3.4388521115218396,45.4660201039391,25.17559963200034,63.1261142176991,3.1171107608941098,0.40136042355621626,7.339183986971843,SAFE
54.67102793432797,9.242722776276352,39.39169255529117,68.75664116805572,9.394989415641891,7.896547008552975,34.69981320016805,WARNING
59.78999788110851,46.093711751155844,21.76985004103839,39.79914312095726,0.45227288910538066,-3.4933933847347127,38.188033996080755,WARNING
38.8677289689482,13.567451588694796,36.57475018303859,47.83766633467947,2.8093450968738076,0.8539216631649698,23.732101871685632,SAFE
14.092422497476264,40.109849037701984,21.491012873595416,79.34434683002587,7.722447692966574,-6.025686369316552,13.790606359851996,SAFE
0.5522117123602399,40.77307142274171,34.13714687695234,66.45035840204937,7.712703466859457,-8.519106965318192,6.046034021365362,SAFE
35.84657285442726,5.793452976256486,37.26206851751187,61.1649063413779,3.308980248526492,-8.728832994279527,21.631758122931455,SAFE
31.09823217156622,16.259166101337353,34.59212356676128,61.87787356776066,8.872127425763265,-0.5557014967610137,20.247050532509416,SAFE
11.959424593830171,35.66223936114975,35.21570097233795,58.063859878474815,7.70967179954561,-0.12408807271218514,11.443369095239488,SAFE
52.27328293819941,21.37705091792748,20.508382534881903,35.39457134966522,0.3142918568673425,2.7282082252756084,32.404219251473556,WARNING
31.435598107632668,25.42853455823514,38.15132947852186,42.464611457443745,4.103829230356297,5.1110227708609735,22.094164331765395,SAFE
22.879816549162246,3.8489954914396494,25.79502905827536,38.06106436270022,9.29697652342573,6.162407591288339,15.302827230390912,SAFE
63.34037565104234,43.57302950938588,36.07344153798229,39.32850294430179,8.925589984899778,0.786844838313014,40.8854049556035,WARNING
80.74401551640625,44.80456499617466,26.360069499437277,35.50259622638384,2.279351625419417,-1.4578442274748742,49.79650627856456,WARNING
81.80147659224932,43.036529162817175,20.139042610623815,55.537365128878285,4.17411003148779,-5.557843790585395,50.023086669505965,WARNING
11.98653673336828,16.8807585701814,38.858194078250385,46.160146601037766,5.187906217433661,4.060379177903556,10.23704458068372,SAFE
36.3629602379294,48.589104136048036,39.24894589884222,42.58911479126821,4.972485058923855,-3.982433803664607,26.19015435279087,SAFE
28.484049437746762,1.8443473677266398,32.19128667959794,55.13395116144308,0.5147875124998935,-4.427070715267771,16.49266319521043,SAFE
90.82658859666537,11.97809453334862,22.897897441824462,54.472638013878154,9.856504541106007,-5.158894569769991,51.97399543715881,WARNING
67.21355474058785,38.08098076643588,24.752750879847994,66.41081743059297,3.677831327192532,2.646116611871589,42.32157140023811,WARNING
63.35297107608947,26.788734203737924,21.805795401088165,71.7651247794619,3.2078006497173583,-6.269629792002915,38.93136401362756,WARNING
4.077514155476392,29.54464715941209,33.55128723684565,30.82939144639281,5.12093058299281,-5.470084496041241,6.839238820125507,SAFE
64.51727904094498,8.718321450249572,33.81875476204932,49.33676731502687,9.367299887367345,-7.249581117080135,37.29879998426419,WARNING
34.10663510502585,5.673676062029454,38.49387236557126,73.86696766904905,2.579416277151556,3.19968092068358,21.962965913692475,SAFE
81.72222002012158,27.760040579973115,30.59301156712013,42.092614545022585,0.9310276780589921,7.944315159066534,50.03365933588532,WARNING
90.04180571633304,31.655072863663396,26.780595820974014,47.46047873063304,7.259556788702394,7.942205199051543,54.855925164111994,WARNING
88.70864242651173,38.99377729288119,32.84063292308576,34.206998249752445,1.6162871409461377,7.971083770541586,55.545843908691864,WARNING
60.642905965958995,0.4598525808314824,22.02943085732064,63.17508845540279,0.05061583846218687,-6.783838971650027,34.20939721118781,WARNING
54.87337893665861,34.59475988463466,33.03922519005201,41.21346547302799,7.121792213475358,-5.255018250063999,34.83721200015068,WARNING
32.539969815926774,37.32457025590121,32.992657980944294,72.4611705247089,6.576128923003433,1.3661720667094315,23.754172709124568,SAFE
9.367476782809248,18.385790152971676,25.30404735363451,42.19948216895418,9.730105547524456,-2.138045506664792,7.882424782452494,SAFE
89.20465551771133,31.556931299863145,35.89622607083297,55.1318546552596,5.769038846263591,-0.14964612362272156,53.30810964334537,WARNING
19.52429877980445,36.12260576307526,25.615447248817116,31.21579832157269,6.454722959071678,-6.457786411859021,15.643343499515781,SAFE
94.04585843529144,47.696428850129365,38.29728780440897,48.50793501277222,0.15456616528867428,8.566371251754507,58.9553352226204,WARNING
42.81841483173143,48.33274095218348,39.272399541785056,72.650472773368,2.944488920695857,-2.298045427961495,30.37677031446308,WARNING
85.11366715168569,15.846100257813884,23.38985493372185,57.840063122917506,9.36154774160781,3.9205959334994596,50.12183394244858,WARNING
57.0061170089365,4.8588246885384265,32.3001445339834,79.50269250521316,1.4008401523652403,0.3665930472747352,33.82274929280195,WARNING
87.73730719279554,37.03843088771022,33.94031481990536,65.12420419935546,3.5949115121975517,-4.128163114710133,53.342333571381495,WARNING
80.93611554785136,40.50566973395904,37.341446371602075,75.66202762782356,5.113423988609378,0.030325893743992083,50.7273406028647,WARNING
79.82951789667752,32.49819653888826,34.03933754515407,69.78963347180505,8.900053418175663,-3.240096862969284,49.042505718818205,WARNING
37.5582952639944,4.69909699204345,31.56560281992348,31.797113689837104,4.655980181324601,0.8528926941515316,22.768774098802123,SAFE
28.65412521282844,29.541663028450536,20.610004998780987,31.867409437460722,8.226005606596583,-2.7961871717747417,20.25136472841844,SAFE
